center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_02_776.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_02_776.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_02_776.jpg,0.07518797,1.0,0.0,30.19035
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_18_169.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_18_169.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_18_169.jpg,-0.1616541,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_40_756.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_40_756.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_40_756.jpg,0.1616541,1.0,0.0,30.19006
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_48_392.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_48_392.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_48_392.jpg,0.04135338,1.0,0.0,30.19039
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_42_416.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_42_416.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_42_416.jpg,-0.2406015,1.0,0.0,30.18875
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_38_261.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_38_261.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_38_261.jpg,0.08646616,1.0,0.0,30.18984
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_34_568.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_34_568.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_34_568.jpg,-0.06766918,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_06_620.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_06_620.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_06_620.jpg,0.06390978,1.0,0.0,30.19044
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_48_196.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_48_196.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_48_196.jpg,0.03383459,1.0,0.0,30.19008
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_59_086.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_59_086.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_59_086.jpg,0.03007519,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_00_774.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_00_774.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_00_774.jpg,-0.02255639,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_27_245.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_27_245.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_27_245.jpg,-0.1804511,1.0,0.0,28.1203
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_47_04_063.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_47_04_063.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_47_04_063.jpg,-0.1278196,1.0,0.0,5.182895
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_52_616.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_52_616.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_52_616.jpg,0.1015038,1.0,0.0,30.18947
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_23_902.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_23_902.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_23_902.jpg,-0.0112782,1.0,0.0,30.18999
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_22_972.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_22_972.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_22_972.jpg,0.0,1.0,0.0,30.19061
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_51_794.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_51_794.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_51_794.jpg,0.09774436,1.0,0.0,30.19009
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_11_424.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_11_424.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_11_424.jpg,-0.05639098,1.0,0.0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_33_588.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_33_588.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_33_588.jpg,-0.07894737,1.0,0.0,30.18996
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_02_647.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_02_647.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_02_647.jpg,0.0112782,1.0,0.0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_11_893.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_11_893.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_11_893.jpg,-0.1466165,1.0,0.0,30.18967
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_36_597.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_36_597.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_36_597.jpg,0.03383459,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_02_509.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_02_509.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_02_509.jpg,0.2631579,1.0,0.0,30.18433
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_01_813.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_01_813.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_01_813.jpg,0.09774436,1.0,0.0,30.18966
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_19_238.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_19_238.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_19_238.jpg,0.03383459,1.0,0.0,30.19017
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_37_140.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_37_140.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_37_140.jpg,0.1616541,1.0,0.0,22.60048
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_32_043.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_32_043.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_32_043.jpg,-0.08646616,1.0,0.0,30.19036
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_14_348.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_14_348.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_14_348.jpg,-0.2067669,1.0,0.0,30.18937
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_55_866.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_55_866.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_55_866.jpg,0.1917293,1.0,0.0,30.19043
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_09_407.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_09_407.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_09_407.jpg,-0.07142857,1.0,0.0,30.19037
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_18_741.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_18_741.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_18_741.jpg,-0.06390978,1.0,0.0,30.19011
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_07_986.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_07_986.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_07_986.jpg,-0.01503759,1.0,0.0,30.19025
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_11_325.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_11_325.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_11_325.jpg,-0.1203007,1.0,0.0,30.19004
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_34_356.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_34_356.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_34_356.jpg,-0.09774436,1.0,0.0,30.19002
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_28_789.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_28_789.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_28_789.jpg,-0.1917293,1.0,0.0,30.1892
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_57_940.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_57_940.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_57_940.jpg,0.02631579,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_38_593.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_38_593.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_38_593.jpg,-0.003759398,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_56_328.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_56_328.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_56_328.jpg,-0.06766918,1.0,0.0,30.19053
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_13_269.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_13_269.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_13_269.jpg,-0.0112782,1.0,0.0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_13_883.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_13_883.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_13_883.jpg,0.09398497,1.0,0.0,30.19013
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_18_586.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_18_586.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_18_586.jpg,0.007518797,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_03_692.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_03_692.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_03_692.jpg,0.1052632,1.0,0.0,30.1898
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_46_930.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_46_930.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_46_930.jpg,0.06766918,1.0,0.0,30.19006
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_01_010.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_01_010.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_01_010.jpg,-0.1090226,1.0,0.0,30.18982
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_34_785.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_34_785.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_34_785.jpg,-0.007518797,1.0,0.0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_26_687.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_26_687.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_26_687.jpg,-0.2030075,1.0,0.0,22.79783
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_24_465.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_24_465.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_24_465.jpg,-0.01503759,1.0,0.0,30.19001
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_27_947.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_27_947.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_27_947.jpg,0.07142857,1.0,0.0,30.18991
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_54_677.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_54_677.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_54_677.jpg,-0.09398497,1.0,0.0,30.1892
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_15_197.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_15_197.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_15_197.jpg,-0.007518797,1.0,0.0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_31_657.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_31_657.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_31_657.jpg,0.2030075,1.0,0.0,30.18948
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_04_205.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_04_205.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_04_205.jpg,0.1842105,1.0,0.0,30.18842
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_04_413.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_04_413.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_04_413.jpg,-0.2819549,1.0,0.0,30.18268
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_22_377.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_22_377.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_22_377.jpg,0.02255639,1.0,0.0,30.19002
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_29_418.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_29_418.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_29_418.jpg,-0.1992481,1.0,0.0,30.18912
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_33_446.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_33_446.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_33_446.jpg,-0.07142857,1.0,0.0,30.18999
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_33_956.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_33_956.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_33_956.jpg,-0.06766918,1.0,0.0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_00_353.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_00_353.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_00_353.jpg,-0.003759398,1.0,0.0,30.19026
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_47_527.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_47_527.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_47_527.jpg,-0.03007519,1.0,0.0,30.18999
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_28_363.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_28_363.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_28_363.jpg,0.08646616,1.0,0.0,30.19048
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_04_051.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_04_051.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_04_051.jpg,-0.1428571,1.0,0.0,30.18835
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_40_027.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_40_027.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_40_027.jpg,0.2481203,1.0,0.0,30.18365
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_51_454.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_51_454.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_51_454.jpg,-0.08646616,1.0,0.0,30.19007
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_02_02_271.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_02_02_271.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_02_02_271.jpg,-0.06766918,1.0,0.0,30.18914
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_39_324.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_39_324.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_39_324.jpg,0.2932331,1.0,0.0,30.19221
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_27_878.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_27_878.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_27_878.jpg,0.07142857,1.0,0.0,30.18994
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_40_355.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_40_355.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_40_355.jpg,-0.1578947,1.0,0.0,30.18992
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_16_080.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_16_080.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_16_080.jpg,-0.112782,1.0,0.0,30.18906
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_48_236.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_48_236.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_48_236.jpg,0.06015037,1.0,0.0,30.19021
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_42_448.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_42_448.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_42_448.jpg,0.03007519,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_17_948.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_17_948.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_17_948.jpg,-0.1616541,1.0,0.0,30.19044
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_37_711.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_37_711.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_37_711.jpg,-0.1578947,1.0,0.0,30.18983
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_51_28_060.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_51_28_060.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_51_28_060.jpg,-0.09398497,1.0,0.0,30.18975
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_36_948.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_36_948.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_36_948.jpg,-0.1578947,1.0,0.0,30.19037
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_47_985.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_47_985.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_47_985.jpg,0.09398497,1.0,0.0,30.18996
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_52_504.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_52_504.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_52_504.jpg,-0.08270676,1.0,0.0,30.1901
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_46_775.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_46_775.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_46_775.jpg,0.06015037,1.0,0.0,30.19014
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_47_042.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_47_042.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_47_042.jpg,-0.02255639,1.0,0.0,30.18992
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_52_047.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_52_047.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_52_047.jpg,-0.06766918,1.0,0.0,30.1893
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_29_465.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_29_465.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_29_465.jpg,0.1015038,1.0,0.0,30.18966
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_01_16_427.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_01_16_427.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_01_16_427.jpg,0.09774436,1.0,0.0,30.1901
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_50_45_928.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_50_45_928.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_50_45_928.jpg,-0.01879699,1.0,0.0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_58_05_450.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_58_05_450.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_58_05_450.jpg,0.1278196,1.0,0.0,30.18984
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_27_488.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_27_488.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_27_488.jpg,-0.05639098,1.0,0.0,30.18995
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_57_54_039.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_57_54_039.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_57_54_039.jpg,-0.3233083,1.0,0.0,30.18852
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_54_44_544.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_54_44_544.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_54_44_544.jpg,-0.07142857,1.0,0.0,30.19019
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_49_852.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_49_852.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_49_852.jpg,-0.07894737,1.0,0.0,30.19
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_49_581.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_49_581.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_49_581.jpg,0.1390978,1.0,0.0,30.18954
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_16_293.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_16_293.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_16_293.jpg,-0.1240602,1.0,0.0,30.18919
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_30_172.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_30_172.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_30_172.jpg,0.1278196,1.0,0.0,30.19051
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_52_55_214.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_52_55_214.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_52_55_214.jpg,-0.1390978,1.0,0.0,30.19061
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_20_00_54_828.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_20_00_54_828.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_20_00_54_828.jpg,0.03007519,1.0,0.0,30.19033
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_59_52_936.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_59_52_936.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_59_52_936.jpg,0.08646616,1.0,0.0,30.19028
D:\DPS 920\DPS920_final_project\IMG\center_2026_08_01_19_53_29_476.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_08_01_19_53_29_476.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_08_01_19_53_29_476.jpg,-0.01879699,1.0,0.0,30.19028
