center,left,right,steering,throttle,brake,speed
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_21_158.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_21_158.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_21_158.jpg,0.0,1.0,0,30.19025
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_31_815.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_31_815.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_31_815.jpg,0.0,1.0,0,30.19064
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_41_565.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_41_565.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_41_565.jpg,0.15,1.0,0,30.18521
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_31_003.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_31_003.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_31_003.jpg,-0.2,1.0,0,30.18177
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_16_827.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_16_827.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_16_827.jpg,-0.35,1.0,0,30.17319
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_02_556.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_02_556.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_02_556.jpg,-0.15,1.0,0,30.1856
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_14_138.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_14_138.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_14_138.jpg,-0.15,1.0,0,30.1864
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_10_205.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_10_205.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_10_205.jpg,0.0,1.0,0,30.19042
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_33_085.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_33_085.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_33_085.jpg,0.0,1.0,0,30.19009
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_41_840.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_41_840.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_41_840.jpg,0.25,1.0,0,30.17835
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_02_184.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_02_184.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_02_184.jpg,0.2,1.0,0,30.18317
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_09_776.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_09_776.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_09_776.jpg,0.3,1.0,0,30.1704
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_16_159.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_16_159.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_16_159.jpg,-0.2,1.0,0,30.18894
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_11_956.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_11_956.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_11_956.jpg,0.0,1.0,0,30.18988
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_23_793.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_23_793.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_23_793.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_33_972.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_33_972.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_33_972.jpg,0.1,1.0,0,30.18804
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_08_140.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_08_140.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_08_140.jpg,0.15,1.0,0,30.1841
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_59_788.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_59_788.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_59_788.jpg,-0.4,1.0,0,30.15774
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_42_066.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_42_066.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_42_066.jpg,0.2,1.0,0,30.18254
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_24_322.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_24_322.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_24_322.jpg,0.7,1.0,0,30.12076
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_31_174.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_31_174.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_31_174.jpg,-0.05,1.0,0,30.18969
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_39_640.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_39_640.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_39_640.jpg,-0.1,1.0,0,30.18802
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_03_790.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_03_790.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_03_790.jpg,-0.2,1.0,0,30.18113
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_26_647.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_26_647.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_26_647.jpg,-0.1,1.0,0,30.18905
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_47_591.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_47_591.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_47_591.jpg,-0.05,1.0,0,30.18973
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_29_600.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_29_600.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_29_600.jpg,0.0,1.0,0,30.19031
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_51_308.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_51_308.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_51_308.jpg,-0.4,1.0,0,30.15966
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_50_396.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_50_396.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_50_396.jpg,0.2,1.0,0,30.18049
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_32_838.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_32_838.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_32_838.jpg,-0.15,1.0,0,30.18412
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_46_714.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_46_714.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_46_714.jpg,0.0,1.0,0,30.19066
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_43_633.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_43_633.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_43_633.jpg,0.0,1.0,0,30.19027
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_18_854.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_18_854.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_18_854.jpg,0.0,1.0,0,30.18736
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_29_131.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_29_131.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_29_131.jpg,-0.15,1.0,0,30.18543
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_03_041.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_03_041.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_03_041.jpg,0.05,1.0,0,30.18974
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_21_686.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_21_686.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_21_686.jpg,0.05,1.0,0,30.18966
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_34_371.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_34_371.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_34_371.jpg,0.15,1.0,0,30.18559
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_45_394.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_45_394.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_45_394.jpg,0.0,1.0,0,30.18985
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_31_840.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_31_840.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_31_840.jpg,0.1,1.0,0,30.18984
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_25_652.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_25_652.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_25_652.jpg,0.0,1.0,0,30.19065
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_16_411.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_16_411.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_16_411.jpg,0.15,1.0,0,30.18542
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_08_592.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_08_592.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_08_592.jpg,-0.1,1.0,0,30.188
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_39_517.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_39_517.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_39_517.jpg,0.05,1.0,0,30.18973
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_33_822.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_33_822.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_33_822.jpg,0.2,1.0,0,30.18314
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_05_907.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_05_907.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_05_907.jpg,0.2,1.0,0,30.18067
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_23_456.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_23_456.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_23_456.jpg,-0.25,1.0,0,30.17521
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_21_669.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_21_669.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_21_669.jpg,-0.4,1.0,0,30.15969
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_58_306.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_58_306.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_58_306.jpg,-0.15,1.0,0,30.18797
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_25_081.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_25_081.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_25_081.jpg,0.0,1.0,0,30.19067
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_43_252.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_43_252.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_43_252.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_08_660.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_08_660.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_08_660.jpg,0.15,1.0,0,30.18324
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_25_154.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_25_154.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_25_154.jpg,0.0,1.0,0,30.19066
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_07_350.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_07_350.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_07_350.jpg,-0.25,1.0,0,30.17577
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_22_895.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_22_895.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_22_895.jpg,0.25,1.0,0,30.17758
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_24_731.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_24_731.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_24_731.jpg,-0.05,1.0,0,30.18981
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_40_024.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_40_024.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_40_024.jpg,0.0,1.0,0,30.18926
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_55_971.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_55_971.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_55_971.jpg,0.15,1.0,0,30.18589
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_19_925.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_19_925.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_19_925.jpg,0.0,1.0,0,30.19133
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_27_005.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_27_005.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_27_005.jpg,0.2,1.0,0,30.18764
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_08_864.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_08_864.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_08_864.jpg,0.9000002,1.0,0,30.10143
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_53_665.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_53_665.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_53_665.jpg,-0.1,1.0,0,30.18815
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_18_966.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_18_966.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_18_966.jpg,0.0,1.0,0,30.1897
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_32_040.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_32_040.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_32_040.jpg,0.2,1.0,0,30.18009
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_25_477.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_25_477.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_25_477.jpg,0.0,1.0,0,30.18934
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_10_140.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_10_140.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_10_140.jpg,0.25,1.0,0,30.1783
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_14_658.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_14_658.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_14_658.jpg,-0.1,1.0,0,30.18775
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_50_176.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_50_176.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_50_176.jpg,0.0,1.0,0,30.19065
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_53_947.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_53_947.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_53_947.jpg,0.0,1.0,0,30.19024
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_21_570.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_21_570.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_21_570.jpg,0.0,1.0,0,30.19029
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_14_338.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_14_338.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_14_338.jpg,0.2,1.0,0,30.18164
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_29_928.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_29_928.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_29_928.jpg,-0.15,1.0,0,30.18987
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_37_286.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_37_286.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_37_286.jpg,0.0,1.0,0,30.1903
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_56_547.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_56_547.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_56_547.jpg,0.0,1.0,0,30.19041
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_24_889.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_24_889.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_24_889.jpg,0.1,1.0,0,30.18943
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_32_552.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_32_552.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_32_552.jpg,0.35,1.0,0,30.16665
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_29_847.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_29_847.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_29_847.jpg,0.2,1.0,0,30.17985
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_20_03_136.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_20_03_136.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_20_03_136.jpg,-0.1,1.0,0,30.18955
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_33_881.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_33_881.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_33_881.jpg,0.15,1.0,0,30.185
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_00_353.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_00_353.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_00_353.jpg,0.15,1.0,0,30.18559
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_37_719.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_37_719.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_37_719.jpg,0.25,1.0,0,30.17774
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_56_333.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_56_333.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_56_333.jpg,0.0,1.0,0,30.19032
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_25_198.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_25_198.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_25_198.jpg,0.15,1.0,0,30.18721
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_09_104.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_09_104.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_09_104.jpg,0.0,1.0,0,30.19046
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_19_58_175.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_19_58_175.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_19_58_175.jpg,0.0,1.0,0,30.18887
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_39_872.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_39_872.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_39_872.jpg,0.1,1.0,0,30.19018
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_51_162.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_51_162.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_51_162.jpg,-0.05,1.0,0,30.18832
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_09_01_783.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_09_01_783.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_09_01_783.jpg,0.5000001,1.0,0,30.14797
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_08_52_085.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_08_52_085.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_08_52_085.jpg,-0.9000002,1.0,0,30.10169
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_51_365.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_51_365.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_51_365.jpg,-0.25,1.0,0,30.17665
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_28_632.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_28_632.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_28_632.jpg,-0.15,1.0,0,30.18573
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_10_04_017.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_10_04_017.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_10_04_017.jpg,0.0,1.0,0,30.18601
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_22_18_661.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_22_18_661.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_22_18_661.jpg,-0.2,1.0,0,30.17983
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_21_33_915.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_21_33_915.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_21_33_915.jpg,-0.15,1.0,0,30.18424
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_06_41_121.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_06_41_121.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_06_41_121.jpg,0.15,1.0,0,30.1837
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_38_979.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_38_979.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_38_979.jpg,0.3,1.0,0,30.1756
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_59_212.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_59_212.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_59_212.jpg,0.2,1.0,0,30.18079
D:\DPS 920\DPS920_final_project\IMG\center_2026_07_28_11_07_28_903.jpg,D:\DPS 920\DPS920_final_project\IMG\left_2026_07_28_11_07_28_903.jpg,D:\DPS 920\DPS920_final_project\IMG\right_2026_07_28_11_07_28_903.jpg,-0.7500002,1.0,0,30.11612
